"","Longitude","Latitude","Date","Survey_Type"
"2109","-77.0167130356221","38.9469924755826",2018-07-28,"transect"
"6402","-77.0322973691345","38.9275972308729",2018-07-30,"transect"
"6403","-77.0263753223998","38.9275972308729",2018-08-01,"transect"
"4711","-77.0087650255308","38.934264944576",2018-08-02,"transect"
"9815","-77.0615959161378","38.9124410051227",2018-08-08,"transect"
"11638","-77.0352583925019","38.903952104688",2018-08-10,"transect"
"3036","-77.0192065289841","38.9419017373356",2018-08-10,"transect"
"7740","-77.0324532124696","38.9216563761682",2018-08-14,"Transect2"
"9547","-77.0569206160841","38.9138961432674",2018-08-14,"transect"
"8764","-77.0218558656812","38.9165638190469",2018-08-19,"transect"
"7040","-77.0162455056168","38.9248087283717",2018-08-20,"transect"
"3915","-77.0234142990325","38.9377803957825",2018-08-23,"transect"
"6480","-77.0502193526737","38.9272335193714",2018-08-27,"transect"
"7795","-77.0533362193762","38.9212926342087",2018-09-04,"transect"
"7933","-77.0427388725878","38.9205651446955",2018-09-05,"transect"
"9194","-77.0553621827328","38.9149874772974",2018-09-06,"transect"
"10106","-77.0623751328134","38.9109858371444",2018-09-11,"transect"
"5392","-77.0460115826254","38.9318403939339",2018-09-19,"transect"
"5925","-77.0296480324374","38.9295369940531",2018-09-24,"transect"
"4456","-77.0260636357296","38.9355984120997",2018-09-30,"transect"
"5625","-77.0294921891023","38.9309917816278",2018-10-01,"transect"
"10895","-77.0207649623353","38.9067414268067",2018-10-02,"transect"
"8782","-77.0296480324374","38.9164425632324",2018-10-03,"transect"
"11647","-77.0249727323837","38.903952104688",2018-10-08,"Transect3"
"10698","-77.068141336213","38.9074690580314",2018-10-09,"transect"
"4206","-77.0188948423139","38.936568190914",2018-10-09,"transect"
"2710","-77.0184273123085","38.9435986907012",2018-10-10,"transect"
"5070","-77.0444531492742","38.9328102241368",2018-10-14,"transect"
"4705","-77.0234142990325","38.934264944576",2018-10-16,"transect"
"8341","-77.0164013489519","38.9186251361949",2018-10-16,"transect"
"5948","-77.0394661625502","38.9294157604084",2018-10-19,"transect"
"3132","-77.0187389989788","38.9415380991873",2018-10-21,"transect"
"10198","-77.0648686261754","38.910500774522",2018-10-22,"second_transect"
"3808","-77.0182714689734","38.9381440532024",2018-10-23,"transect"
"4983","-77.0288688157618","38.933173907044",2018-10-25,"transect"
"2871","-77.0090767122011","38.9427502190954",2018-10-27,"transect"
"1752","-77.0266870090701","38.9484469050821",2018-10-28,"transect"
"1905","-77.0157779756114","38.9479620985646",2018-10-28,"transect"
"7812","-77.0134403255845","38.9212926342087",2018-10-29,"transect"
"3152","-77.0319856824643","38.9414168860568",2018-10-31,"transect"
"761","-77.0045572554825","38.9518404578625",2018-11-01,"transect"
"11614","-77.0226350823568","38.9040733818416",2018-11-04,"transect"
"3149","-77.0347908624965","38.9414168860568",2018-11-05,"transect"
"7825","-77.0372843558585","38.9211713864745",2018-11-05,"transect"
"1295","-77.015310445606","38.9501437017815",2018-11-09,"transect"
"1293","-77.0156221322763","38.9501437017815",2018-11-11,"transect"
"5181","-77.0277779124159","38.9325677678293",2018-11-18,"transect"
"1876","-77.0135961689196","38.9480833005048",2018-11-24,"transect"
"7839","-77.0472583293064","38.9210501385331",2018-11-29,"transect"
"5881","-77.0277779124159","38.9297794607209",2018-12-07,"transect"
"10822","-77.0672062762022","38.9069839713769",2018-12-08,"transect"
"11386","-77.0257519490593","38.9049223161158",2018-12-08,"transect"
"2210","-77.0181156256383","38.946507659118",2018-12-09,"Transect"
"1430","-77.0176480956329","38.9496589068692",2018-12-13,"transect"
"1088","-77.0089208688659","38.950749690759",2018-12-17,"transect"
"5386","-77.0192065289841","38.9319616234345",2018-12-17,"transect"
"279","-77.0259077923944","38.9545067067798",2018-12-19,"transect"
"6515","-77.0084533388606","38.9272335193714",2018-12-20,"transect"
"4335","-77.0173364089626","38.9360833031645",2018-12-23,"Transect2"
"5770","-77.0430505592581","38.9302643915702",2018-12-24,"transect"
"2188","-77.0139078555899","38.946628863545",2018-12-25,"second_transect"
"9741","-77.0371285125234","38.9129260544858",2018-12-25,"transect"
"650","-77.0037780388069","38.9522040431666",2018-12-25,"transect"
"8812","-77.0218558656812","38.9163213072106",2018-12-29,"transect"
"9295","-77.0592582661109","38.914623701152",2019-01-01,"transect"
"4090","-77.0213883356759","38.9369318545503",2019-01-02,"transect"
"2423","-77.0093883988713","38.9454168099497",2019-01-05,"transect"
"9206","-77.0360376091775","38.9149874772974",2019-01-10,"transect"
"8641","-77.051777786025","38.9171700950119",2019-01-13,"transect"
"2439","-77.0093883988713","38.9452956034504",2019-01-15,"transect"
"5208","-77.0433622459283","38.9324465393648",2019-01-15,"transect"
"387","-77.0159338189465","38.953052401623",2019-01-15,"transect"
"7223","-77.0397778492205","38.9239600319415",2019-01-16,"transect"
"7822","-77.04554405262","38.9211713864745",2019-01-17,"transect"
"3850","-77.0176480956329","38.9380228342696",2019-01-19,"transect"
"9384","-77.0572323027543","38.9143811826859",2019-02-01,"transect"
"2159","-77.0151546022709","38.9467500677648",2019-02-03,"transect"
"2673","-77.0156221322763","38.943841109295",2019-02-03,"TRANSECT"
"1951","-77.0263753223998","38.9477196940625",2019-02-09,"transect_2"
"5891","-77.0078299655201","38.9297794607209",2019-02-12,"transect "
"6226","-77.041647969242","38.9282034125648",2019-02-12,"transect"
"9942","-77.0562972427436","38.9118346887574",2019-02-17,"transect"
"2069","-77.0235701423676","38.9471136791807",2019-02-17,"transect"
"11569","-77.0241935157081","38.904194658788",2019-02-23,"transect"
"2413","-77.0319856824643","38.9454168099497",2019-02-23,"transect"
"236","-77.0120377355684","38.9552338481671",2019-03-01,"transect"
"7626","-77.0442973059391","38.9221413625468",2019-03-14,"transect"
"6375","-77.0104793022172","38.9277184676257",2019-03-21,"transect"
"1846","-77.0081416521903","38.9482045022378",2019-03-28,"transect"
"6459","-77.0365051391829","38.9273547567458",2019-04-06,"transect "
"10735","-77.066894589532","38.9073477866785",2019-04-10,"transect"
"3563","-77.0394661625502","38.9391137972043",2019-04-13,"transect"
"4744","-77.0357259225072","38.9340224932416",2019-04-17,"transect"
"11314","-77.0344791758262","38.9051648669011",2019-04-18,"transect"
"1493","-77.0173364089626","38.9494165081697",2019-04-20,"transect1"
"478","-77.00144038878","38.9529312081795",2019-04-24,"transect"
"5144","-77.0126611089089","38.9326889960867",2019-04-25,"transect"
"7130","-77.0162455056168","38.9244450025734",2019-04-29,"transect"
"6762","-77.0263753223998","38.9260211342315",2019-05-05,"transect"
"9531","-77.0396220058853","38.9140174034328",2019-05-06,"transect"
"5486","-77.040401222561","38.9314767041888",2019-05-13,"transect"
"5048","-77.030427249113","38.9329314519798",2019-05-14,"transect"
"6266","-77.0335441158155","38.9280821766408",2019-05-19,"transect"
"7094","-77.0338558024857","38.9245662447133",2019-05-19,"transect"
"8223","-77.0159338189465","38.9192313945491",2019-05-21,"transect"
"9333","-77.0586348927704","38.9145024420225",2019-05-21,"transect"
"8463","-77.0363492958477","38.9180188726611",2019-05-23,"Transect2"
"4888","-77.0134403255845","38.9335375880862",2019-05-30,"transect"
"8411","-77.0285571290916","38.9182613786962",2019-06-01,"transect"
"9976","-77.063154349489","38.911592160761",2019-06-07,"transect"
"2227","-77.0315181524589","38.9463864544838",2019-06-14,"transect"
"4615","-77.0436739325985","38.9347498447583",2019-06-15,"transect"
"8136","-77.0284012857564","38.919716397503",2019-06-16,"transect"
"3025","-77.036660982518","38.9419017373356",2019-06-16,"transect"
"10534","-77.0254402623891","38.9084392213961",2019-06-20,"transect"
"1941","-77.0103234588821","38.9478408964172",2019-06-24,"transect"
"4033","-77.0241935157081","38.9371742959385",2019-06-28,"Transect2"
"5369","-77.0424271859176","38.9319616234345",2019-06-30,"transect"
"5049","-77.0291805024321","38.9329314519798",2019-07-03,"transect"
"8994","-77.0400895358907","38.9157150239942",2019-07-08,"transect"
"8309","-77.034167489156","38.9187463882801",2019-07-10,"transect"
"224","-77.0251285757188","38.9552338481671",2019-07-12,"transect"
"406","-77.0040897254771","38.953052401623",2019-07-14,"transect"
"10200","-77.0645569395051","38.910500774522",2019-07-18,"second_transect"
"875","-77.0168688789573","38.9513556745555",2019-07-19,"transect"
"4847","-77.0149987589358","38.9336588146859",2019-07-29,"transect"
"5914","-77.0079858088552","38.9296582274906",2019-08-03,"transect"
"9465","-77.0284012857564","38.914259923142",2019-08-11,"transect"
"10241","-77.0651803128456","38.9102582419677",2019-08-12,"transect"
"6988","-77.0456998959552","38.92492996989",2019-08-17,"transect"
"11158","-77.017803938968","38.905892514285",2019-08-18,"transect"
"6792","-77.0223233956866","38.9258998945779",2019-08-20,"transect"
"9359","-77.0335441158155","38.9145024420225",2019-08-23,"transect"
"3048","-77.0114143622279","38.9419017373356",2019-08-24,"transect"
"5166","-77.0347908624965","38.9325677678293",2019-08-26,"transect"
"3942","-77.0284012857564","38.9376591762282",2019-08-31,"transect"
"8424","-77.0502193526737","38.9181401257822",2019-09-03,"transect"
"6678","-77.0380635725341","38.9263848519491",2019-09-03,"transect "
"898","-77.0068949055093","38.9513556745555",2019-09-04,"transect"
"11692","-77.0380635725341","38.9037095497594",2019-09-09,"transect"
"1053","-77.0093883988713","38.9508708879327",2019-09-10,"transect"
"7471","-77.0485050759874","38.9228688358989",2019-09-11,"transect"
"877","-77.016557192287","38.9513556745555",2019-09-14,"Transect"
"3680","-77.0126611089089","38.9386289268611",2019-09-16,"transect"
"6429","-77.0361934525126","38.927475993913",2019-09-17,"transect"
"1808","-77.0101676155469","38.9483257037636",2019-09-18,"transect"
"11590","-77.035414235837","38.9040733818416",2019-09-19,"transect"
"8511","-77.0287129724267","38.9177763657973",2019-09-21,"transect"
"5692","-77.0134403255845","38.9307493191041",2019-09-23,"transect"
"4038","-77.0185831556436","38.9371742959385",2019-09-25,"transect"
"6030","-77.0280895990862","38.9290520582309",2019-09-25,"transect"
"6940","-77.0332324291453","38.9251724523052",2019-09-27,"transect"
"10760","-77.0689205528886","38.9072265151185",2019-09-29,"transect"
"4649","-77.0090767122011","38.9346286200236",2019-10-02,"transect"
"7019","-77.0460115826254","38.9248087283717",2019-10-14,"transect"
"3712","-77.0078299655201","38.9385077087572",2019-10-17,"transect"
"4062","-77.016557192287","38.937053075348",2019-10-18,"transect"
"4419","-77.0400895358907","38.9357196351767",2019-10-21,"transect"
"413","-77.0029988221312","38.953052401623",2019-10-22,"transect"
"3902","-77.0075182788498","38.9379016151297",2019-10-24,"transect"
"5785","-77.0087650255308","38.9302643915702",2019-10-25,"transect"
"3666","-77.0266870090701","38.9386289268611",2019-10-31,"transect"
"5412","-77.0126611089089","38.9318403939339",2019-11-01,"transect"
"9856","-77.0280895990862","38.912319742264",2019-11-07,"transect"
"10008","-77.0625309761485","38.911470896452",2019-11-09,"transect"
"7935","-77.0424271859176","38.9205651446955",2019-11-10,"transect"
"7850","-77.0538037493816","38.9209288903845",2019-11-11,"transect"
"9860","-77.061907602808","38.9121984791981",2019-11-15,"transect"
"9644","-77.0524011593655","38.9134111005341",2019-11-16,"transect"
"3266","-77.0355700791721","38.9409320314624",2019-11-17,"transect"
"1046","-77.015310445606","38.9508708879327",2019-11-21,"Transect5"
"11477","-77.0266870090701","38.9045584883842",2019-11-21,"transect"
"10347","-77.0352583925019","38.9096519069565",2019-11-24,"transect "
"9749","-77.0609725427973","38.9128047924558",2019-11-26,"Transect2"
"5453","-77.0418038125771","38.9315979343111",2019-11-26,"transect"
"6604","-77.0385311025395","38.9267485678018",2019-11-26,"transect_2"
"8938","-77.0413362825717","38.9158362810518",2019-11-28,"transect"
"10884","-77.0676738062076","38.9067414268067",2019-12-01,"second_transect"
"6541","-77.0179597823031","38.9271122817898",2019-12-03,"transect"
"4092","-77.0207649623353","38.9369318545503",2019-12-04,"transect"
"2221","-77.0126611089089","38.946507659118",2019-12-16,"transect"
"1619","-77.0164013489519","38.9489317082837",2019-12-19,"transect"
"8071","-77.0544271227221","38.9199588977368",2019-12-31,"transect"
"6692","-77.0506868826791","38.9262636129171",2020-01-01,"transect"
"2792","-77.0182714689734","38.943113851027",2020-01-02,"transect"
"8840","-77.0223233956866","38.9162000509817",2020-01-03,"transect"
"7762","-77.036660982518","38.9215351290555",2020-01-04,"transect"
"8861","-77.0352583925019","38.9160787945456",2020-01-05,"transect"
"3395","-77.0104793022172","38.9403259585569",2020-01-11,"transect"
"4535","-77.0432064025932","38.9352347416252",2020-01-19,"transect"
"793","-77.0067390621742","38.9517192623466",2020-01-20,"transect"
"11230","-77.0065832188391","38.9055286915253",2020-01-21,"transect"
"4634","-77.0073624355147","38.9347498447583",2020-01-23,"transect"
"1239","-77.0207649623353","38.9502648999914",2020-01-24,"transect"
"10590","-77.0343233324911","38.9080754116881",2020-02-05,"transect"
"3210","-77.0374401991936","38.941174459174",2020-02-09,"transect"
"1223","-77.0059598454986","38.9503860979942",2020-02-10,"transect"
"6287","-77.0497518226684","38.9279609405097",2020-02-13,"transect"
"5195","-77.0121935789035","38.9325677678293",2020-02-14,"transect"
"4000","-77.0185831556436","38.9374167364977",2020-02-16,"transect"
"9885","-77.0606608561271","38.9120772159251",2020-02-17,"transect"
"10462","-77.0243493590432","38.9089242981064",2020-02-19,"transect"
"8147","-77.015310445606","38.919716397503",2020-02-20,"transect"
"1197","-77.016557192287","38.9503860979942",2020-02-26,"transect"
"10172","-77.0263753223998","38.9107433062476",2020-03-01,"transect"
"6834","-77.0427388725878","38.9256574146491",2020-03-01,"transect"
"11539","-77.0274662257457","38.9043159355272",2020-03-03,"transect"
"11005","-77.0151546022709","38.9064988814078",2020-03-06,"thirdtransect"
"6791","-77.022790925692","38.9258998945779",2020-03-10,"transect"
"5036","-77.0425830292527","38.9329314519798",2020-03-11,"transect"
"262","-77.0254402623891","38.9548702784061",2020-03-12,"transect"
"1913","-77.0104793022172","38.9479620985646",2020-03-12,"transect4"
"982","-77.0148429156006","38.9511132816586",2020-03-14,"transect"
"4089","-77.021544179011","38.9369318545503",2020-03-15,"transect"
"9254","-77.0268428524052","38.9148662187894",2020-03-15,"transect"
"6052","-77.0322973691345","38.9289308237574",2020-03-18,"transect"
"1131","-77.0054923154932","38.9506284933779",2020-03-18,"transect"
"11713","-77.0389986325448","38.9035882719844",2020-03-25,"transect"
"11472","-77.0294921891023","38.9045584883842",2020-03-25,"transect"
"5709","-77.0299597191077","38.9306280875314",2020-04-01,"transect"
"2167","-77.0084533388606","38.9467500677648",2020-04-04,"transect"
"10043","-77.0589465794407","38.9113496319359",2020-04-04,"second_transect"
"6573","-77.0486609193225","38.926869806005",2020-04-11,"transect"
"3757","-77.0263753223998","38.9382652719278",2020-04-11,"transect"
"7929","-77.0463232692957","38.9205651446955",2020-04-13,"transect"
"9226","-77.0567647727489","38.9148662187894",2020-04-15,"transect"
"3295","-77.0128169522441","38.9408108172957",2020-04-17,"transect"
"5490","-77.0301155624428","38.9314767041888",2020-04-17,"transect3"
"10568","-77.0346350191614","38.908196681798",2020-04-18,"transect"
"7358","-77.0255961057242","38.9234750579946",2020-04-19,"transect"
"7988","-77.049284292663","38.9203226465336",2020-04-20,"transect"
"6514","-77.0086091821957","38.9272335193714",2020-04-22,"transect1"
"1966","-77.015310445606","38.9477196940625",2020-04-24,"transect"
"3971","-77.0326090558048","38.9375379564666",2020-04-26,"transect"
"1280","-77.01833","38.95017",2010-01-05,"transect"
"2652","-77.01883","38.944",2010-01-11,"transect"
"2967","-77.00883","38.94233",2010-01-18,"transect"
"2130","-77.0185","38.94683",2010-01-22,"transect"
"2261","-77.01467","38.94633",2010-01-28,"transect"
"7327","-77.03117","38.92367",2010-02-04,"transect"
"8418","-77.055","38.91817",2010-02-07,"transect"
"10500","-77.024","38.90867",2010-02-08,"transect"
"10892","-77.02383","38.90667",2010-02-15,"transect"
"318","-77.02583","38.954",2010-02-16,"transect"
"1078","-77.01517","38.95067",2010-02-18,"transect"
"1806","-77.0125","38.94833",2010-02-28,"transect"
"9073","-77.02467","38.9155",2010-03-01,"transect"
"2191","-77.0125","38.94667",2010-03-01,"transect"
"9678","-77.03067","38.91333",2010-03-05,"transect"
"10148","-77.02667","38.91083",2010-03-07,"transect"
"7790","-77.02233","38.92133",2010-03-11,"transect"
"699","-77.02817","38.952",2010-03-15,"transect"
"9589","-77.0605","38.91367",2010-03-18,"transect"
"7771","-77.0535","38.92133",2010-03-27,"transect"
"10873","-77.015","38.90683",2010-04-03,"transect"
"2633","-77.033","38.94417",2010-04-05,"transect"
"9428","-77.058","38.91433",2010-04-10,"transect"
"5210","-77.04217","38.9325",2010-04-11,"transect"
"3960","-77.00717","38.93767",2010-04-13,"transect"
"610","-77.003","38.95233",2010-04-18,"transect"
"143","-77.01483","38.95667",2010-04-20,"transect"
"2744","-77.0125","38.9435",2010-04-23,"transect"
"2863","-77.0175","38.94283",2010-04-24,"transect"
"2712","-77.01767","38.94367",2010-04-25,"transect"
"10671","-77.06783","38.90767",2010-04-25,"transect"
"7074","-77.01033","38.92467",2010-04-29,"transect"
"7423","-77.04817","38.92317",2010-05-03,"transect"
"10972","-77.012","38.90667",2010-05-05,"transect"
"11172","-77.06883","38.90583",2010-05-11,"transect"
"4318","-77.03317","38.936",2010-05-12,"transect"
"3920","-77.0205","38.93783",2010-05-16,"transect"
"2490","-77.01283","38.94483",2010-05-19,"transect"
"9487","-77.0495","38.91417",2010-05-20,"transect"
"4552","-77.04333","38.93517",2010-05-26,"transect"
"1996","-77.01033","38.94767",2010-05-27,"transect"
"8624","-77.03467","38.91733",2010-05-28,"transect"
"10861","-77.02383","38.90683",2010-06-02,"transect"
"1805","-77.01433","38.94833",2010-06-06,"transect"
"1715","-77.02633","38.9485",2010-06-08,"transect"
"1428","-77.0185","38.94967",2010-06-09,"transect"
"11757","-77.03417","38.90333",2010-06-13,"transect"
"5677","-77.02983","38.93067",2010-06-16,"transect"
"8767","-77.057","38.9165",2010-06-21,"transect"
"324","-77.01033","38.95383",2010-06-24,"transect4"
"9422","-77.05933","38.91433",2010-06-27,"transect"
"6804","-77.0425","38.92583",2010-06-29,"transect"
"4533","-77.0075","38.93533",2010-06-30,"transect"
"2908","-77.02017","38.9425",2010-07-09,"transect"
"3082","-77.03683","38.94167",2010-07-10,"Transect4"
"8755","-77.053","38.9165",2010-07-12,"transect"
"9102","-77.03683","38.91533",2010-07-12,"transect"
"8583","-77.04533","38.91733",2010-07-13,"transect"
"6662","-77.02317","38.9265",2010-07-14,"transect"
"9602","-77.051","38.91367",2010-07-16,"transect"
"6925","-77.0095","38.92533",2010-07-16,"transect"
"6600","-77.04117","38.92667",2010-07-17,"transect"
"7881","-77.04483","38.92083",2010-07-18,"transect"
"8662","-77.056","38.917",2010-07-22,"transect"
"8277","-77.0505","38.91883",2010-07-22,"transect"
"9397","-77.03767","38.91433",2010-08-05,"transect"
"11763","-77.03233","38.90333",2010-08-05,"transect"
"11235","-77.033","38.90533",2010-08-06,"transect"
"1663","-77.03033","38.94867",2010-08-11,"transect"
"363","-77.016","38.95317",2010-08-12,"transect"
"6773","-77.051","38.92583",2010-08-14,"transect"
"2161","-77.01383","38.94683",2010-08-15,"transect"
"2270","-77.00883","38.94633",2010-08-17,"transect"
"8814","-77.057","38.91617",2010-08-19,"transect"
"3795","-77.02817","38.93817",2010-08-19,"transect"
"10954","-77.01583","38.90667",2010-08-20,"transect"
"4550","-77.0075","38.93517",2010-08-22,"Transect5"
"4412","-77.012","38.93583",2010-08-23,"transect_2"
"314","-77.01083","38.95417",2010-09-01,"transect"
"5330","-77.04567","38.932",2010-09-01,"transect"
"9606","-77.0375","38.91367",2010-09-05,"transect"
"7750","-77.05333","38.9215",2010-09-07,"transect"
"5865","-77.00967","38.92983",2010-09-18,"transect"
"838","-77.011","38.9515",2010-09-19,"transect"
"11199","-77.03317","38.90567",2010-09-29,"transect"
"8598","-77.03467","38.91733",2010-10-05,"transect"
"2299","-77.009","38.94617",2010-10-07,"transect"
"3595","-77.0225","38.939",2010-10-18,"transect"
"566","-77.02767","38.9525",2010-10-18,"transect"
"3320","-77.0135","38.94067",2010-10-21,"transect"
"3327","-77.01083","38.94067",2010-10-21,"transect"
"9713","-77.0535","38.913",2010-10-23,"transect"
"5367","-77.04567","38.932",2010-10-27,"transect"
"5448","-77.046","38.93167",2010-10-28,"transect"
"988","-77.00817","38.95117",2010-10-28,"transect"
"10665","-77.0155","38.90767",2010-10-30,"transect"
"5940","-77.008","38.9295",2010-11-02,"transect"
"2136","-77.01733","38.94683",2010-11-07,"transect"
"8930","-77.04317","38.91583",2010-11-08,"transect"
"911","-77.02367","38.95117",2010-11-13,"transect"
"8742","-77.0295","38.91667",2010-11-22,"transect"
"7697","-77.01283","38.92183",2010-11-29,"transect"
"9463","-77.02867","38.91433",2010-12-04,"transect"
"9747","-77.06133","38.91283",2010-12-06,"Transect5"
"5003","-77.04367","38.933",2010-12-08,"transect"
"1023","-77.00867","38.951",2010-12-13,"transect"
"11490","-77.02283","38.9045",2010-12-27,"transect"
"2290","-77.013","38.94617",2010-12-27,"transect"
"5803","-77.02583","38.93017",2011-01-02,"transect"
"11388","-77.0255","38.905",2011-01-11,"transect"
"8304","-77.03917","38.91867",2011-01-22,"transect"
"10935","-77.02083","38.90667",2011-01-28,"transect"
"9029","-77.0455","38.91567",2011-02-04,"transect"
"9419","-77.02783","38.91433",2011-02-09,"transect"
"9386","-77.05633","38.91433",2011-02-12,"transect"
"530","-77.00033","38.95283",2011-02-16,"transect"
"4788","-77.00767","38.93383",2011-02-17,"transect"
"8991","-77.0405","38.91567",2011-02-22,"transect"
"7779","-77.04533","38.92133",2011-02-23,"transect"
"1090","-77.00517","38.95067",2011-02-27,"transect"
"7377","-77.03817","38.92333",2011-02-28,"transect"
"5435","-77.019","38.93167",2011-03-09,"transect"
"8336","-77.02767","38.91867",2011-03-17,"transect "
"3031","-77.02867","38.94183",2011-03-21,"Transect1"
"8466","-77.029","38.918",2011-03-21,"transect"
"5793","-77.038","38.93017",2011-03-24,"transect"
"10330","-77.03533","38.90983",2011-03-28,"transect"
"10401","-77.0365","38.90933",2011-03-30,"transect"
"4563","-77.013","38.93517",2011-04-02,"transect"
"5340","-77.035","38.932",2011-04-07,"Transect4"
"6584","-77.0335","38.92683",2011-04-11,"transect"
"5568","-77.02717","38.93117",2011-04-12,"transect"
"6952","-77.04683","38.925",2011-04-13,"transect"
"8257","-77.048","38.919",2011-04-17,"transect "
"2722","-77.0125","38.94367",2011-04-21,"transect"
"9598","-77.05167","38.91367",2011-04-22,"transect"
"812","-77.0125","38.95167",2011-04-22,"transect"
"10145","-77.02817","38.91083",2011-04-23,"transect"
"3616","-77.03517","38.93883",2011-04-29,"transect"
"8790","-77.05567","38.91633",2011-04-29,"transect"
"10304","-77.06467","38.90983",2011-05-04,"transect"
"5735","-77.03017","38.9305",2011-05-05,"transect"
"9928","-77.02783","38.912",2011-05-13,"transect"
"2287","-77.01467","38.94617",2011-05-13,"transect"
"2837","-77.0175","38.94283",2011-05-17,"Transect"
"1711","-77.0305","38.9485",2011-05-18,"TRANSECT"
"9127","-77.04617","38.91517",2011-05-19,"transect"
"9165","-77.04633","38.91517",2011-05-20,"transect"
"626","-77.0005","38.95233",2011-05-29,"Transect"
"9431","-77.05667","38.91433",2011-05-31,"transect"
"2429","-77.0325","38.94533",2011-06-01,"transect"
"7820","-77.04817","38.92117",2011-06-01,"transect"
"9495","-77.0315","38.91417",2011-06-03,"transect"
"1186","-77.02283","38.95033",2011-06-07,"transect"
"9236","-77.04717","38.91483",2011-06-20,"transect"
"7325","-77.03167","38.92367",2011-06-20,"transect"
"10485","-77.06717","38.90867",2011-06-28,"transect"
"9459","-77.02933","38.91433",2011-06-29,"transect"
"1574","-77.023","38.949",2011-06-30,"transect"
"1516","-77.01817","38.94933",2011-07-15,"transect"
"5840","-77.00867","38.93",2011-07-17,"transect"
"7696","-77.013","38.92183",2011-07-20,"transect"
"7921","-77.01383","38.92067",2011-07-21,"transect"
"10248","-77.06283","38.91033",2011-07-25,"Transect5"
"6170","-77.033","38.9285",2011-07-31,"transect"
"7669","-77.054","38.92183",2011-08-03,"transect"
"6958","-77.04117","38.925",2011-08-05,"transect"
"10009","-77.06233","38.9115",2011-08-06,"transect"
"3514","-77.01933","38.9395",2011-08-06,"transect"
"6928","-77.04667","38.92517",2011-08-09,"transect"
"5605","-77.01883","38.93117",2011-08-09,"transect"
"7300","-77.011","38.92367",2011-08-25,"transect"
"9020","-77.05533","38.91567",2011-08-29,"transect"
"7276","-77.043","38.92367",2011-08-29,"transect"
"10674","-77.06583","38.90767",2011-08-30,"transect"
"7535","-77.04483","38.92267",2011-09-05,"transect"
"2432","-77.023","38.94533",2011-09-07,"transect"
"4713","-77.00767","38.93433",2011-09-08,"transect"
"412","-77.00317","38.953",2011-09-11,"transect"
"2379","-77.03133","38.94567",2011-09-15,"transect"
"2271","-77.00867","38.94633",2011-09-21,"transect"
"6712","-77.02283","38.92633",2011-10-01,"transect"
"3962","-77.04117","38.9375",2011-10-04,"transect"
"6275","-77.01717","38.928",2011-10-07,"transect"
"526","-77.003","38.95283",2011-10-08,"transect"
"9567","-77.06017","38.91383",2011-10-08,"transect"
"3413","-77.01433","38.94017",2011-10-09,"transect"
"3814","-77.01267","38.93817",2011-10-25,"transect"
"8146","-77.01617","38.91967",2011-10-31,"transect"
"7494","-77.0265","38.92283",2011-11-02,"transect "
"9761","-77.0385","38.91283",2011-11-10,"transect"
"4210","-77.00817","38.9365",2011-11-12,"transect"
"7804","-77.04417","38.92133",2011-11-14,"transect"
"8735","-77.0525","38.91667",2011-11-14,"transect"
"1965","-77.0155","38.94767",2011-11-16,"transect"
"10527","-77.06417","38.9085",2011-11-20,"transect"
"9209","-77.035","38.915",2011-11-21,"transect"
"1000","-77.02267","38.951",2011-11-21,"transect"
"5102","-77.00767","38.93283",2011-11-23,"transect"
"3711","-77.00817","38.9385",2011-11-26,"transect "
"3972","-77.03083","38.9375",2011-11-27,"transect"
"2867","-77.01117","38.94283",2011-11-29,"transect"
"9947","-77.0295","38.91183",2011-12-07,"Transect5"
"2296","-77.01083","38.94617",2011-12-08,"transect"
"5232","-77.02167","38.9325",2011-12-13,"transect"
"2532","-77.024","38.9445",2011-12-14,"transect"
"3580","-77.013","38.93917",2011-12-15,"transect"
"7945","-77.02233","38.9205",2011-12-17,"transect"
"11105","-77.01733","38.90617",2011-12-22,"transect"
"8481","-77.05","38.91783",2011-12-24,"transect"
"11560","-77.03467","38.90417",2012-01-01,"transect"
"312","-77.02133","38.95417",2012-01-07,"transect"
"3442","-77.03833","38.94",2012-01-22,"transect"
"1106","-77.018","38.95067",2012-01-22,"transect"
"7449","-77.04683","38.923",2012-01-27,"transect"
"6525","-77.038","38.92717",2012-01-28,"transect"
"806","-77.027","38.95167",2012-02-03,"transect"
"6592","-77.00867","38.92683",2012-02-05,"transect"
"8884","-77.0425","38.916",2012-02-06,"transect"
"7758","-77.045","38.9215",2012-02-12,"transect"
"1877","-77.0135","38.948",2012-02-14,"transect"
"2510","-77.01533","38.94467",2012-02-16,"transect"
"3990","-77.03267","38.9375",2012-02-17,"transect"
"3746","-77.00733","38.93833",2012-02-17,"transect"
"3683","-77.00783","38.93867",2012-02-26,"transects"
"1565","-77.00883","38.94917",2012-02-28,"transect"
"5994","-77.008","38.92933",2012-03-02,"transect"
"11363","-77.02583","38.905",2012-03-06,"transect"
"1845","-77.0095","38.94817",2012-03-06,"transect"
"8133","-77.0335","38.91967",2012-03-17,"transect"
"7453","-77.0415","38.923",2012-03-21,"transect"
"1954","-77.02333","38.94767",2012-03-22,"Transect3"
"5189","-77.01917","38.9325",2012-03-23,"transect"
"267","-77.0255","38.95467",2012-03-24,"transect"
"79","-77.01583","38.95717",2012-03-30,"transect"
